hour_idx,HEAT,EE
0,0.000311778603891529,0.000125422818605969
1,0.000318261876497876,0.000113129944449013
2,0.000321983230606199,9.91818526363734e-05
3,0.00032556520777289,9.00410026334134e-05
4,0.000327222290186148,8.36045449485904e-05
5,0.000328263461241399,8.27228822584172e-05
6,0.000306917341045118,8.46073162536963e-05
7,0.000300918303802013,9.12836910214287e-05
8,0.00029112833866927,0.000105393394338909
9,0.00028668371943706,0.000123016947517863
10,0.000301155236932414,0.000139746937117129
11,0.000297231184097657,0.000154641196216331
12,0.000294935812052497,0.000160298698559407
13,0.000298817662995458,0.000163281810640216
14,0.000303750406233156,0.000161567088673243
15,0.000307683379952259,0.000161555587938463
16,0.000290296728488772,0.000172104337963957
17,0.000284834460075059,0.000177361511847311
18,0.000282787191167073,0.00017979728500939
19,0.000282318852885271,0.000183179025476065
20,0.000281765653343324,0.000176480449184808
21,0.000281782008084383,0.000159555845695676
22,0.000282417209612244,0.00013617218288889
23,0.00030013316547755,0.000110530059598657
24,0.000302318438897504,9.06874486073452e-05
25,0.000304336429489062,7.68460643730287e-05
26,0.000305980397574424,7.5365259075974e-05
27,0.000308024349914687,7.40565660178518e-05
28,0.000307440232902624,7.75676156775098e-05
29,0.000305629668112166,8.88007144378524e-05
30,0.000281407299454887,0.000111822451455318
31,0.000278300865596903,0.000127489865547015
32,0.000275396825480983,0.00013534822429979
33,0.000275238501614213,0.000142880159877139
34,0.000293597169201717,0.000146538520105043
35,0.00029120729099455,0.000147872614970553
36,0.000288121710305546,0.000144049843126854
37,0.000287534352697257,0.000148957792074609
38,0.0002882770224059,0.00015116764921737
39,0.000288929150383214,0.000163579131760391
40,0.000271333167057848,0.000183487847421879
41,0.000267090484091148,0.000195965834735296
42,0.000265902121098621,0.000203077140367048
43,0.000265736935083533,0.000203593977175048
44,0.000266076875861011,0.000193173036159788
45,0.000266475906902459,0.000173838261288845
46,0.000265297188994858,0.000146398210086765
47,0.000280101327642817,0.000112220679786393
48,0.000279732070471631,7.92589359475003e-05
49,0.000280909377872288,7.04094066698964e-05
50,0.000282118517696171,6.59878922650197e-05
51,0.000283814599848407,6.71934779926127e-05
52,0.000283261323968836,7.02971986970968e-05
53,0.000281873998399936,8.31382117915039e-05
54,0.000258104070576891,0.000110318444515934
55,0.000251632044314943,0.000126682408150428
56,0.000244295279174167,0.000127034033142192
57,0.000240172911809058,0.000127373957326352
58,0.000260041088367486,0.000123637591593272
59,0.000261082106930552,0.000127397058923182
60,0.000261283052088392,0.000123738298822207
61,0.000260838807388732,0.000128538740154745
62,0.000260363530804051,0.000132949053743275
63,0.000259588228133978,0.000149049898625273
64,0.000241993083424097,0.000170264607188566
65,0.000237217177208601,0.000184368610066004
66,0.000235713157773268,0.000191598724156646
67,0.00023518675859551,0.000191409010688101
68,0.000234683728616251,0.000183341436999627
69,0.000234329567988301,0.000163280410584738
70,0.000234350383080001,0.000131445946859025
71,0.000250026389479131,0.000100802367833176
72,0.000251315129674313,8.03890162988395e-05
73,0.000251642223030984,7.04742112755769e-05
74,0.000251928486925523,6.77858201132655e-05
75,0.000251829443892187,6.54065509333183e-05
76,0.000249557670058398,7.10490521575997e-05
77,0.000246266912690723,8.36708496643332e-05
78,0.000223481124211923,0.000109096957668928
79,0.000219932733037052,0.000125839648167344
80,0.000215819057543414,0.000123999117373232
81,0.000215684255367327,0.000128326424998853
82,0.000232440508532181,0.000124776972623363
83,0.000230633146260669,0.000125380915615153
84,0.000230063096423828,0.000125997159360444
85,0.000232608858805871,0.000129449404872843
86,0.00023623940445884,0.000130140654030388
87,0.000239415488618828,0.000144603882486314
88,0.000225453405591434,0.000168785802065519
89,0.000222020335853334,0.000182770196465344
90,0.000221672236835498,0.000190590852575457
91,0.000221877756758883,0.000189791995766282
92,0.000222531829057321,0.000179194142127181
93,0.000223243619190063,0.000161146358782093
94,0.000222673645690847,0.000132733038421293
95,0.000236422050554498,0.000101296702990243
96,0.000236783683116442,8.94915635678648e-05
97,0.000235735535681032,7.73388994109471e-05
98,0.00023385962863009,7.207142485724e-05
99,0.000232141816616109,7.47460150378707e-05
100,0.000230559836146228,7.78566362286521e-05
101,0.00022918783576731,8.75353244623672e-05
102,0.000227485921017834,0.000108549518713785
103,0.000207086694178477,0.000125615932313085
104,0.000204790483517833,0.000133146667816922
105,0.000204531896680248,0.000137235658542452
106,0.000219957093526284,0.000140634300256431
107,0.00021776552984947,0.00013937911095123
108,0.000216362955062086,0.000141164637891445
109,0.000219938946956287,0.000142070202297116
110,0.000223150714104466,0.000147208667757991
111,0.000225980186091186,0.000158366661160527
112,0.00021242289054792,0.000180575240386793
113,0.000211945059856441,0.000191174594026925
114,0.00021212107263359,0.000195867227725867
115,0.000212571493175204,0.000198871541347686
116,0.000212843384727087,0.000186525963447445
117,0.000211537870574636,0.000168350371092124
118,0.000211939303230697,0.000145559050415077
119,0.000226752972731741,0.000114773861351885
120,0.000228353214003459,9.78312565783499e-05
121,0.000229846787815663,8.28961945799479e-05
122,0.000231401396212958,7.64369352803285e-05
123,0.000232944605956735,7.29909902447292e-05
124,0.00023419232612032,7.77492285953314e-05
125,0.000235231057117549,7.76679228062238e-05
126,0.000236397270849056,8.92320451085928e-05
127,0.000214262542902276,0.00010089897475037
128,0.000206704627663764,0.000124514953998826
129,0.000203205453204255,0.000144532777403834
130,0.000215817647036471,0.000163166702438274
131,0.000212231895459375,0.000169308039113465
132,0.0002103062763223,0.000171285379741731
133,0.000214415300895831,0.000173358927232401
134,0.000218065899179576,0.000163966759320962
135,0.000220630684641318,0.000160607820523599
136,0.000208721169671098,0.000176757868873899
137,0.000210529790140434,0.000188078873927612
138,0.000213107651852792,0.000197614151968285
139,0.000215208025752257,0.000198581120741066
140,0.00021702484253923,0.00018850660436873
141,0.000217250719894697,0.000168689495166702
142,0.000215980278761697,0.000137428172212812
143,0.000228471318376837,0.000106941004342964
144,0.000227472539965911,9.28948055212395e-05
145,0.000226580543429404,7.94949527278932e-05
146,0.000225792583907989,7.15355867550627e-05
147,0.000224851599485929,6.88205936936789e-05
148,0.000224957237760493,7.12916694059117e-05
149,0.000225860709288144,7.30649955018348e-05
150,0.000207113990096501,8.50030443922486e-05
151,0.000203307355328759,9.75474363760473e-05
152,0.000197628740046537,0.000122673423022307
153,0.000198713561577806,0.000146803238894983
154,0.000216270316700513,0.000161580689718388
155,0.000218027166347688,0.000168446777936493
156,0.000217719820637423,0.00016962656177465
157,0.000219235963109921,0.000164894825377567
158,0.000221212552530952,0.000158099742114669
159,0.000223129899012766,0.000153420109424115
160,0.000210056267307411,0.000165557972480548
161,0.000208079258487105,0.000174498108189667
162,0.000209113605471317,0.000181147781031001
163,0.000208969844516668,0.000186981995925093
164,0.000208413518976464,0.000178252275134325
165,0.000208271930989683,0.000160700727092984
166,0.000209722997925721,0.000135409028630143
167,0.000226416920413444,0.000105621810541664
168,0.00022964828253278,7.98231760681044e-05
169,0.000231226603373288,7.1237465552564e-05
170,0.000232877433606968,6.73156866809889e-05
171,0.000234405432392604,6.62841133299235e-05
172,0.000235224576291225,7.14018772410476e-05
173,0.000236079479332597,8.32099168925677e-05
174,0.000217610560810766,0.000109108858549357
175,0.000212788259259924,0.000127509566905274
176,0.000205839355336886,0.000129588414781196
177,0.00020266113628631,0.000128718452889541
178,0.000215688525148503,0.000126602302425747
179,0.000211842395271013,0.000125914853561564
180,0.000208874690125578,0.000128004602135509
181,0.000211156604781191,0.000133519894313626
182,0.000213325256552997,0.000139153294877465
183,0.00021486145165627,0.000152999479478518
184,0.000200521152679128,0.000172797487268183
185,0.000197045004173404,0.000182880704264342
186,0.000196589970972028,0.000188596410717922
187,0.00019676808037942,0.000192595095093916
188,0.000197367408532688,0.000182215657014681
189,0.000197844972500142,0.000162899683446863
190,0.000198323794482354,0.000134195242315414
191,0.000213517319086835,0.000102506088974854
192,0.000215174058438444,8.16681072559366e-05
193,0.000217592300008929,6.9412535786799e-05
194,0.000220047901981638,6.7634409351397e-05
195,0.000222701322930865,6.64248233393906e-05
196,0.000224223603168037,7.05306152939837e-05
197,0.000224869250319027,8.36468479578526e-05
198,0.000206650950963889,0.000108551718878844
199,0.000203782021944701,0.000124912882311523
200,0.000199599763411289,0.000126428090058168
201,0.00019802731361143,0.000125237905431473
202,0.000210018144444262,0.000126616703489614
203,0.000204579245229048,0.000128149012374668
204,0.000200276404553084,0.000127497966134082
205,0.000202957464481985,0.000131910279905706
206,0.000206019447142682,0.000135606742740203
207,0.000208186726667888,0.000150198780297909
208,0.00019902113611788,0.00017129688056737
209,0.00020269876341256,0.000183973081991191
210,0.000209469672160046,0.000191679129899706
211,0.000210419310376298,0.000192790608948057
212,0.000209120734526725,0.00018157671154563
213,0.000208352064992097,0.000161548187333705
214,0.000208547139292352,0.000134009029121853
215,0.000223644747044819,0.00010131820454963
216,0.000225457294050616,7.92589359475003e-05
217,0.000227382493971481,7.04094066698964e-05
218,0.000229069273917378,6.59878922650197e-05
219,0.000231110633890498,6.71934779926127e-05
220,0.000231232131169223,7.02971986970968e-05
221,0.000231024019061759,8.31382117915039e-05
222,0.000211250310404993,0.000110318444515934
223,0.000209995156384694,0.000126682408150428
224,0.000209337881750375,0.000127034033142192
225,0.000211223662716053,0.000127373957326352
226,0.000230434221578512,0.000123637591593272
227,0.000232219129604636,0.000127397058923182
228,0.000233203002041791,0.000123738298822207
229,0.000234203648619279,0.000128538740154745
230,0.000234789176138286,0.000132949053743275
231,0.000235327317214277,0.000149049898625273
232,0.000221645169747283,0.000170264607188566
233,0.000219354067483299,0.000184368610066004
234,0.000219777535168539,0.000191598724156646
235,0.000221076034863551,0.000191409010688101
236,0.000222106607620423,0.000183341436999627
237,0.000223790261751126,0.000163280410584738
238,0.000225031805889693,0.000131445946859025
239,0.000240060411386175,0.000100802367833176
240,0.000242046264570138,8.03890162988395e-05
241,0.000243107754980189,7.04742112755769e-05
242,0.000243732777792009,6.77858201132655e-05
243,0.000244397524543385,6.54065509333183e-05
244,0.000244573041766699,7.10490521575997e-05
245,0.000244897008942049,8.36708496643332e-05
246,0.000225679054300156,0.000109096957668928
247,0.000224085141362577,0.000125839648167344
248,0.000221896856176206,0.000123999117373232
249,0.000223477845538417,0.000128326424998853
250,0.000240275766963951,0.000124776972623363
251,0.000239406110440992,0.000125380915615153
252,0.000238448466476567,0.000125997159360444
253,0.000239234443599579,0.000129449404872843
254,0.000240053091944366,0.000130140654030388
255,0.000241012489477385,0.000144603882486314
256,0.000227062681979339,0.000168785802065519
257,0.000223940046055544,0.000182770196465344
258,0.000224276098190777,0.000190590852575457
259,0.000224885643137366,0.000189791995766282
260,0.00022567009533853,0.000179194142127181
261,0.000226566437993837,0.000161146358782093
262,0.000229998097224994,0.000132733038421293
263,0.00024928596907598,0.000101296702990243
264,0.000255054592092289,8.08686504100052e-05
265,0.000257524871392023,7.06983272209701e-05
266,0.000259955807891131,6.58272808426401e-05
267,0.000261937124386829,6.75107005529585e-05
268,0.000264790994940061,7.21080274537171e-05
269,0.000267582839617468,8.21831438809812e-05
270,0.000270679170913972,0.000108549518713785
271,0.000243104667059212,0.000126210674589849
272,0.000229705123674321,0.000128091808355711
273,0.000227021776362647,0.000127026932646671
274,0.000239285032378478,0.000125172600734589
275,0.000233493078240951,0.000124710267871002
276,0.000228311660157683,0.000124018018712769
277,0.000231137510409248,0.000127203145197344
278,0.000235584988915689,0.000133431888074702
279,0.000238913488007583,0.000148157935173887
280,0.000226580047875569,0.000168582487551828
281,0.000227714352663163,0.000179875590623802
282,0.000229922118405786,0.000183874474981762
283,0.000232204719184699,0.0001832116278063
284,0.000234871597523474,0.000175425174154726
285,0.000235497497211122,0.000157150474698773
286,0.000238014095508579,0.000134656575178314
287,0.000255589340262933,0.00010486245657628
288,0.000259519492785083,8.48410328780473e-05
289,0.000262241077191747,7.19888189763794e-05
290,0.00026515727842211,7.00894839259761e-05
291,0.000267903566562719,6.57604760992959e-05
292,0.000270886253836486,6.76396097184087e-05
293,0.000274525034067437,7.35457296864441e-05
294,0.000277956655038249,8.71770989845122e-05
