Hour,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,38.75340363218826,0.0,0.0
15,153.95682991981178,236.70862600171063,404.13667853950597
16,172.69444468809414,265.51770870794473,453.322917306247
17,184.43843273091767,283.57409032378587,484.15088591865884
18,191.13142623030586,293.8645678290953,501.7199938545529
19,191.6178609172706,294.61246116030355,502.9968849078353
20,181.8099164217412,279.53274649842706,477.25103060707056
21,163.6124812084706,251.55418985802356,429.48276317223525
22,137.7865506707765,0.0,361.6896955107882
23,105.61946332696472,0.0,277.25109123328235
24,74.59664559821336,0.0,126.6525920026164
25,64.74239193490439,0.0,0.0
26,55.426529513048855,0.0,0.0
27,50.486413512927065,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,130.9691247124706,0.0,343.79395237023533
45,141.9591767914353,0.0,372.64283907751764
46,140.80765960291762,0.0,369.6201064576588
47,122.02966551680001,0.0,320.3278719816
48,0.0,0.0,241.5290334747538
49,0.0,0.0,184.24980751267023
50,0.0,0.0,166.4916859396192
51,0.0,0.0,142.31674338802225
52,0.0,0.0,134.77028911300428
53,0.0,0.0,133.6184190076233
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,118.30733024545884,181.89752025239295,310.55674189432943
69,129.63670056715296,199.3164271219977,340.2963389887765
70,144.8308162783059,222.67738002789534,380.18089273055296
71,134.3749198410353,206.60143925559177,352.7341645827176
72,108.47943139444706,166.78712576896234,284.75850741042353
73,82.6438060484001,127.06485179941515,216.93999087705023
74,62.58157946395182,96.21917842582592,164.27664609287353
75,68.98598780261206,106.06595624651601,181.08821798185662
76,61.0189271691886,93.8166005226275,160.1746838191201
77,58.23331733186625,89.53372539774436,152.86245799614895
78,57.96355696394259,89.11896883206173,152.1543370303493
79,64.37963673898543,98.98369148619007,168.99654643983672
80,77.72599752416734,119.50372119340729,204.03074350093925
81,100.11488366795294,153.92663363947764,262.80156962837646
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,143.3503345258353,220.4011393334718,376.2946281303177
92,158.76357170578822,0.0,416.7543757276942
93,166.40326789374123,0.0,436.8085782210706
94,170.2970977254588,33.11839317390593,447.0298815293294
95,162.01086145101178,0.0,425.27851130890593
96,0.0,0.0,370.3825842367412
97,0.0,0.0,297.34606131398823
98,0.0,0.0,6.715019051234977
99,0.0,0.0,0.0
