Hour,0,1,2
0,0.0,252.58534549924568,0.0
1,0.0,253.72016335973476,0.0
2,0.0,254.73130705391083,0.0
3,0.0,256.11117955325216,0.0
4,0.0,255.44762063789346,0.0
5,0.0,254.10088783365,0.0
6,0.0,252.81228800049132,0.0
7,0.0,271.7393646211174,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,410.1817404405652,0.0,0.0
15,0.0,246.2998719153587,0.0
16,0.0,244.77855584960872,0.0
17,0.0,244.36187067197613,0.0
18,0.0,234.06591113888476,0.0
19,0.0,234.01835022387394,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,13.40671663678925,0.0
32,18.657128172880693,12.12713331237245,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,4.23120649866196,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,136.55036375765218,88.7577364424739,0.0
76,0.0,0.0,0.0
77,0.0,97.17807226725002,0.0
78,0.0,101.66930822795217,0.0
79,0.0,104.50577287282825,0.0
80,0.0,106.78729879383911,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,129.79846805096867,0.0,0.0
91,0.0,86.54916005529131,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,85.08747965343261,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
