Hour,0,1,2
0,89.5758337474074,0.0,0.0
1,90.17375688562966,0.0,0.0
2,90.66085854056298,0.0,0.0
3,91.26647404877038,0.0,0.0
4,91.09340234151112,0.0,0.0
5,90.5569386998815,0.0,0.0
6,83.3799405792,0.0,0.0
7,82.45951573241483,80.39802783910444,0.0
8,81.59905940174816,79.55908291670444,0.0
9,81.55214862642964,79.5133449107689,0.0
10,86.99175383754077,84.81695999160223,0.0
11,86.28364177614817,84.12655073174446,0.0
12,85.36939564607407,83.23516075492223,0.0
13,85.19536376213334,83.06547966808,0.0
14,85.4154140461926,83.28002869503777,0.0
15,85.60863715057778,275.5936810191261,0.0
16,80.39501246157036,0.0,0.0
17,79.13792121217779,0.0,0.0
18,176.03985226355096,76.81616831737333,0.0
19,0.0,76.7684479130111,0.0
20,78.83759284770373,76.8666530265111,0.0
21,78.95582426737778,76.98192866069333,0.0
22,78.60657451697779,76.64141015405333,0.0
23,82.99298596823705,80.91816131903109,0.0
24,82.88357643602964,80.81148702512888,0.0
25,2.382188487131105,2.3226337749528274,0.0
26,2.909681100909698,2.836939073386955,0.0
27,3.745344624976741,3.651711009352322,0.0
28,4.725952612008563,10.458900046405917,0.0
29,3.1777061940888003,0.0,0.0
30,1.6808040866857128,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,140.73896971347534,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,35.51703040819555,0.0
76,0.0,36.5279030721511,0.0
77,38.776368462814816,37.806959251244436,0.0
78,0.0,39.04877965268222,0.0
79,40.5940733914963,39.57922155670889,0.0
80,40.96523667093334,39.941105754160006,0.0
81,35.54415631158518,34.655552403795554,0.0
82,33.27637679671112,32.444467376793334,0.0
83,30.58286478488889,29.818293165266667,0.0
84,28.7652615203899,28.046129982380148,0.0
85,32.68468882936296,106.1621348662568,0.0
86,31.935833389244447,31.137437554513333,0.0
87,30.985158839081485,0.0,0.0
88,31.456616063703706,30.67020066211111,0.0
89,32.777629314103706,31.95818858125111,0.0
90,34.01673791700741,33.166319469082225,0.0
91,30.705998507970374,0.0,0.0
92,70.41860228112704,29.89743433840222,0.0
93,31.487938857540744,30.70074038610222,0.0
94,31.802770803822224,31.007701533726664,0.0
95,0.0,31.38066505626,0.0
96,32.58133376373333,31.76680041964,0.0
97,32.485004585481484,31.672879470844446,0.0
98,36.47735651442964,35.56542260156889,0.0
99,791.3174580515423,35.66058804807779,0.0
