Hour,0,1,2
0,0.0,112.17744431038665,637.6398741643695
1,0.0,96.33884750824834,547.6100028837261
2,0.0,81.14863335074702,461.26567311704997
3,0.0,66.15085578303024,376.0151928639652
4,0.0,51.28863993442147,291.53527355604126
5,16.989408138956524,36.34415094330129,206.5876966315565
6,16.989408138956524,16.13994622671276,91.74280395036519
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,339.6209536633891
14,0.0,0.0,339.6209536633891
15,0.0,0.0,170.48015713001737
16,0.0,0.0,0.0
17,0.0,0.0,172.13569758935216
18,0.0,0.0,0.0
19,0.0,13.189304016702145,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,23.919216833393623
39,0.0,0.0,23.919216833393623
40,0.0,0.0,0.0
41,0.0,2.216287940729587,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,3.3194975451015196,0.0
65,0.0,3.3194975451015196,0.0
66,0.0,0.0,0.0
67,0.0,0.0,19.561439002284622
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,80.1517939963691,0.0
74,0.0,72.82852302048892,0.0
75,0.0,65.7352048905064,279.1513103663543
76,0.0,49.011751064763885,184.0917281250717
77,0.0,32.470646237778176,184.0917281250717
78,0.0,16.141509479930633,91.27352593215
79,0.0,16.141509479930633,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,137.85922048048042
85,0.0,20.05504267963713,0.0
86,0.0,0.0,79.98691434188478
87,0.0,0.0,79.98691434188478
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,89.43974558254565
98,0.0,0.0,89.43974558254565
99,0.0,0.0,0.0
