Hour,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,1096.5963879857027,1366.601960345692
11,0.0,2538.360984826913,3164.6409598068885
12,256.5675194685863,2487.593765130375,3101.3481406107508
13,1558.7180563727445,2489.314295023643,3039.3211777985357
14,2369.865780676861,2439.52800912317,3136.4877969618487
15,2590.4757766216694,2655.2376710372105,3399.9994568159404
16,2333.3904878998396,2391.7252500973354,3062.575015368539
17,2056.4634186321327,2107.875004097936,2699.108236954674
18,1769.4162400035525,1813.6516460036416,2322.3588150046626
19,1479.1860135664617,1516.1656639056237,1941.431642805981
20,1194.1118121343482,1223.9646074377072,1567.271753426332
21,927.8163540441944,951.0117628952995,1217.7589646830052
22,691.1100520126596,708.3878033129762,907.0819432666157
23,493.5724500792927,505.911761331275,647.8138407290716
24,342.87504997333036,351.44692622266354,450.023503089996
25,236.55535484366726,242.4692387147589,310.4789032323132
26,145.50105849292004,149.13858495524303,190.97013927195755
27,68.68899798567148,70.40622293531324,90.15430985619378
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,478.16683307839344
42,0.0,0.0,468.6034964168256
43,0.0,0.0,459.23142648848903
44,751.1474344653091,0.0,1758.8388232202344
45,561.498986138293,0.0,1494.4660784813357
46,360.9901039993389,0.0,1216.1481974904618
47,166.02675577623052,0.0,945.4118292278056
48,0.0,0.0,712.9516780260731
49,0.0,0.0,537.6732888492663
50,0.0,0.0,404.08661805435906
51,0.0,0.0,285.0104283986607
52,0.0,0.0,184.43239090210596
53,0.0,0.0,90.89688366109884
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,2704.5049555893256
66,0.0,2069.847792677697,2650.414856477539
67,0.0,2028.4508368241427,2597.406559347988
68,1939.396897646497,1987.88182008766,2545.458428161028
69,1742.8658526756535,1786.4374989925452,2287.511431636796
70,1535.1596015462817,1573.5385915849388,2014.8969770294952
71,1311.3486544646894,1344.1323708263067,1721.1451089849052
72,1105.9551215824545,1133.6039996220159,1451.5660970769716
73,939.1967773014565,962.6766967339928,1232.6957702081615
74,810.2211003634064,830.4766278724915,1063.415194226971
75,710.5745724116831,728.3389367219751,932.6291262903343
76,604.3817638890572,619.4913079862836,793.2510651043876
77,510.93555905455037,523.708948030914,670.6029212590975
78,423.0724247719674,433.64923539126653,555.2825575132073
79,337.32623365936035,345.75938950084435,442.7406816779105
80,244.74019334947081,250.85869818320754,321.22150377118044
81,136.21072610701884,139.61599425969428,178.77657801546223
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,2265.9509630102707
90,745.2682876035599,0.0,2220.631943750065
91,1136.3303896897223,199.91033043376711,2176.2193048750637
92,922.4700025543749,0.0,1881.8318333917741
93,692.3358402632873,0.0,1566.3589462839386
94,456.61809961915094,0.0,1243.8260485697422
95,220.42294068270513,0.0,920.929606609265
96,0.0,0.0,618.9920070239502
97,0.0,0.0,359.6904440418476
98,0.0,0.0,154.26592755329295
99,0.0,0.0,0.0
