Hour,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,1.2947026769836762,504.85831094609443
10,0.0,91.0219737098173,1196.7102977718182
11,0.0,781.852698107597,2051.83839896602
12,0.0,937.414045953275,2914.7726131228656
13,0.0,1590.216809462633,3663.012238463083
14,2022.0512615447662,2111.3732559294217,4184.263102445492
15,1942.8568326816826,2069.145790810833,4445.367244759528
16,1750.0428661082371,1791.054248992906,3952.323221324832
17,1542.3475640979782,1489.715455305103,3419.9538395920886
18,1327.062180085101,1176.3470558752151,2867.403876881588
19,1109.3895102530932,858.9555469286155,2308.3358054894034
20,895.5838591307609,547.1639748297397,1759.17220447178
21,695.8622655264045,256.68794883471793,1246.737729775274
22,518.3325390074058,0.0,792.3202120075332
23,370.1793375564812,0.0,414.78411225659426
24,257.15628747838684,0.0,129.23733877818
25,177.41651613060577,0.0,0.0
26,109.12579387308928,0.0,0.0
27,51.51674848257864,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,1993.4778311805562
42,0.0,0.0,2452.9791647081106
43,0.0,0.0,2403.9195814139484
44,563.3605758296486,0.0,2638.2582348167525
45,421.124239600585,0.0,2241.6991177501823
46,270.742578017138,0.0,1824.222296317661
47,124.52006685387757,0.0,1418.117743933649
48,0.0,0.0,1069.427517073376
49,0.0,0.0,806.5099332571546
50,0.0,0.0,606.1299270793412
51,0.0,0.0,427.5156425981352
52,0.0,0.0,276.6485863581502
53,0.0,0.0,136.34532551798296
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,52.454894867926264,4056.757433333122
66,0.0,1437.1362710062804,3975.6222846664596
67,0.0,2282.007191398547,3896.10983897313
68,1454.547673216635,2236.3670475705762,3818.187642193667
69,1307.1493895068436,2009.742186366772,3431.2671474554645
70,1151.3697011495537,1770.230915517439,3022.3454655175788
71,983.5114908482567,1512.1489171791948,2581.7176634766743
72,829.4663411902562,1275.3044995800192,2177.349145624423
73,704.3975829720041,1083.0112838194564,1849.0436553015106
74,607.6658252641639,934.2862063436519,1595.12279131843
75,532.9309292949288,819.3813037909529,1398.9436893991879
76,453.28632290641815,696.9277214686178,1189.8765976293475
77,383.2016692791011,589.172566516618,1005.9043818576405
78,317.30431856165285,487.85538978854123,832.9238362243387
79,252.9946752264772,388.97931316070867,664.1110224695026
80,183.55514498296222,282.2160354113044,481.83225558027584
81,102.15804455913565,157.06799350967106,268.1648669677311
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,1883.415282047266
90,861.4794176737868,229.48889976413142,2878.922392331504
91,852.2477924030478,224.89912176884877,3005.671859591723
92,691.8525020291514,0.0,2569.263794269571
93,519.2518802827802,0.0,2101.1241426564857
94,342.4635747833834,33.7942787488836,1622.2930815822856
95,165.31720556225693,0.0,1142.8173384213105
96,0.0,0.0,694.6824803439783
97,0.0,0.0,310.4062465003576
98,0.0,0.0,6.852060256362222
99,0.0,0.0,0.0
