hour_idx,G11,G12
68,0.191142,0.206763
69,0.191142,0.206763
70,0.191142,0.0541199999999999
71,0.191142,0.0541199999999999
72,0.191142,0.0541199999999999
73,0.191142,0.0541199999999999
74,0.191142,0.0541199999999999
75,0.191142,0.0541199999999999
76,0.191142,0.0541199999999999
77,0.191142,0.0541199999999999
78,0.191142,0.206763
79,0.191142,0.206763
80,0.191142,0.206763
81,0.191142,0.206763
82,0.191142,0.206763
83,0.191142,0.206763
84,0.191142,0.206763
85,0.191142,0.0541199999999999
86,0.191142,0.0541199999999999
87,0.191142,0.206763
88,0.191142,0.206763
89,0.191142,0.206763
90,0.191142,0.206763
91,0.191142,0.206763
92,0.191142,0.206763
93,0.191142,0.206763
94,0.191142,0.0541199999999999
95,0.191142,0.0541199999999999
96,0.191142,0.0541199999999999
97,0.191142,0.0541199999999999
98,0.191142,0.0541199999999999
99,0.191142,0.0541199999999999
100,0.191142,0.0541199999999999
101,0.191142,0.0541199999999999
102,0.191142,0.206763
103,0.191142,0.206763
104,0.191142,0.206763
105,0.191142,0.206763
106,0.191142,0.206763
107,0.191142,0.206763
108,0.191142,0.206763
109,0.191142,0.0541199999999999
110,0.191142,0.0541199999999999
111,0.191142,0.206763
112,0.191142,0.206763
113,0.191142,0.206763
114,0.191142,0.206763
115,0.191142,0.206763
116,0.191142,0.206763
117,0.191142,0.206763
118,0.191142,0.0541199999999999
119,0.191142,0.0541199999999999
120,0.191142,0.0541199999999999
121,0.191142,0.0541199999999999
122,0.191142,0.0541199999999999
123,0.191142,0.0541199999999999
124,0.191142,0.0541199999999999
125,0.191142,0.0541199999999999
126,0.191142,0.0541199999999999
127,0.191142,0.0541199999999999
128,0.191142,0.0541199999999999
129,0.191142,0.0541199999999999
130,0.191142,0.0541199999999999
131,0.191142,0.0541199999999999
132,0.191142,0.0541199999999999
133,0.191142,0.0541199999999999
134,0.191142,0.0541199999999999
135,0.191142,0.0541199999999999
136,0.191142,0.0541199999999999
137,0.191142,0.0541199999999999
138,0.191142,0.0541199999999999
139,0.191142,0.0541199999999999
140,0.191142,0.0541199999999999
141,0.191142,0.0541199999999999
142,0.191142,0.0541199999999999
143,0.191142,0.0541199999999999
144,0.191142,0.0541199999999999
145,0.191142,0.0541199999999999
146,0.191142,0.0541199999999999
147,0.191142,0.0541199999999999
148,0.191142,0.0541199999999999
149,0.191142,0.0541199999999999
150,0.191142,0.206763
151,0.191142,0.206763
152,0.191142,0.206763
153,0.191142,0.206763
154,0.191142,0.206763
155,0.191142,0.206763
156,0.191142,0.206763
157,0.191142,0.0541199999999999
158,0.191142,0.0541199999999999
159,0.191142,0.206763
160,0.191142,0.206763
161,0.191142,0.206763
162,0.191142,0.206763
163,0.191142,0.206763
164,0.191142,0.206763
165,0.191142,0.206763
166,0.191142,0.0541199999999999
167,0.191142,0.0541199999999999
168,0.191142,0.0541199999999999
169,0.191142,0.0541199999999999
170,0.191142,0.0541199999999999
171,0.191142,0.0541199999999999
172,0.191142,0.0541199999999999
173,0.191142,0.0541199999999999
174,0.191142,0.206763
175,0.191142,0.206763
176,0.191142,0.206763
177,0.191142,0.206763
178,0.191142,0.206763
179,0.191142,0.206763
180,0.191142,0.206763
181,0.191142,0.0541199999999999
182,0.191142,0.0541199999999999
183,0.191142,0.206763
184,0.191142,0.206763
185,0.191142,0.206763
186,0.191142,0.206763
187,0.191142,0.206763
188,0.191142,0.206763
189,0.191142,0.206763
190,0.191142,0.0541199999999999
191,0.191142,0.0541199999999999
192,0.191142,0.0541199999999999
193,0.191142,0.0541199999999999
194,0.191142,0.0541199999999999
195,0.191142,0.0541199999999999
196,0.191142,0.0541199999999999
197,0.191142,0.0541199999999999
198,0.191142,0.206763
199,0.191142,0.206763
200,0.191142,0.206763
201,0.191142,0.206763
202,0.191142,0.206763
203,0.191142,0.206763
204,0.191142,0.206763
205,0.191142,0.0541199999999999
206,0.191142,0.0541199999999999
207,0.191142,0.206763
208,0.191142,0.206763
209,0.191142,0.206763
210,0.191142,0.206763
211,0.191142,0.206763
212,0.191142,0.206763
213,0.191142,0.206763
214,0.191142,0.0541199999999999
215,0.191142,0.0541199999999999
216,0.191142,0.0541199999999999
217,0.191142,0.0541199999999999
218,0.191142,0.0541199999999999
219,0.191142,0.0541199999999999
220,0.191142,0.0541199999999999
221,0.191142,0.0541199999999999
222,0.191142,0.206763
223,0.191142,0.206763
224,0.191142,0.206763
225,0.191142,0.206763
226,0.191142,0.206763
227,0.191142,0.206763
228,0.191142,0.206763
229,0.191142,0.0541199999999999
230,0.191142,0.0541199999999999
231,0.191142,0.206763
232,0.191142,0.206763
233,0.191142,0.206763
234,0.191142,0.206763
235,0.191142,0.206763
236,0.191142,0.206763
237,0.191142,0.206763
238,0.191142,0.0541199999999999
239,0.191142,0.0541199999999999
240,0.191142,0.0541199999999999
241,0.191142,0.0541199999999999
242,0.191142,0.0541199999999999
243,0.191142,0.0541199999999999
244,0.191142,0.0541199999999999
245,0.191142,0.0541199999999999
246,0.191142,0.206763
247,0.191142,0.206763
248,0.191142,0.206763
249,0.191142,0.206763
250,0.191142,0.206763
251,0.191142,0.206763
252,0.191142,0.206763
253,0.191142,0.0541199999999999
254,0.191142,0.0541199999999999
255,0.191142,0.206763
256,0.191142,0.206763
257,0.191142,0.206763
258,0.191142,0.206763
259,0.191142,0.206763
260,0.191142,0.206763
261,0.191142,0.206763
262,0.191142,0.0541199999999999
263,0.191142,0.0541199999999999
264,0.191142,0.0541199999999999
265,0.191142,0.0541199999999999
266,0.191142,0.0541199999999999
267,0.191142,0.0541199999999999
268,0.191142,0.0541199999999999
269,0.191142,0.0541199999999999
270,0.191142,0.206763
271,0.191142,0.206763
272,0.191142,0.206763
273,0.191142,0.206763
274,0.191142,0.206763
275,0.191142,0.206763
276,0.191142,0.206763
277,0.191142,0.0541199999999999
278,0.191142,0.0541199999999999
279,0.191142,0.206763
280,0.191142,0.206763
281,0.191142,0.206763
282,0.191142,0.206763
283,0.191142,0.206763
284,0.191142,0.206763
285,0.191142,0.206763
286,0.191142,0.0541199999999999
287,0.191142,0.0541199999999999
288,0.191142,0.0541199999999999
289,0.191142,0.0541199999999999
290,0.191142,0.0541199999999999
291,0.191142,0.0541199999999999
292,0.191142,0.0541199999999999
293,0.191142,0.0541199999999999
294,0.191142,0.206763
295,0.191142,0.206763
296,0.191142,0.206763
297,0.191142,0.206763
298,0.191142,0.206763
299,0.191142,0.206763
300,0.191142,0.206763
301,0.191142,0.0541199999999999
302,0.191142,0.0541199999999999
303,0.191142,0.206763
304,0.191142,0.206763
305,0.191142,0.206763
306,0.191142,0.206763
307,0.191142,0.206763
308,0.191142,0.206763
309,0.191142,0.206763
310,0.191142,0.0541199999999999
311,0.191142,0.0541199999999999
312,0.191142,0.0541199999999999
313,0.191142,0.0541199999999999
314,0.191142,0.0541199999999999
315,0.191142,0.0541199999999999
316,0.191142,0.0541199999999999
317,0.191142,0.0541199999999999
318,0.191142,0.206763
319,0.191142,0.206763
320,0.191142,0.206763
321,0.191142,0.206763
322,0.191142,0.206763
323,0.191142,0.206763
324,0.191142,0.206763
325,0.191142,0.0541199999999999
326,0.191142,0.0541199999999999
327,0.191142,0.206763
328,0.191142,0.206763
329,0.191142,0.206763
330,0.191142,0.206763
331,0.191142,0.206763
332,0.191142,0.206763
333,0.191142,0.206763
334,0.191142,0.0541199999999999
335,0.191142,0.0541199999999999
336,0.191142,0.0541199999999999
337,0.191142,0.0541199999999999
338,0.191142,0.0541199999999999
339,0.191142,0.0541199999999999
340,0.191142,0.0541199999999999
341,0.191142,0.0541199999999999
342,0.191142,0.206763
343,0.191142,0.206763
344,0.191142,0.206763
345,0.191142,0.206763
346,0.191142,0.206763
347,0.191142,0.206763
348,0.191142,0.206763
349,0.191142,0.0541199999999999
350,0.191142,0.0541199999999999
351,0.191142,0.206763
352,0.191142,0.206763
353,0.191142,0.206763
354,0.191142,0.206763
355,0.191142,0.206763
356,0.191142,0.206763
357,0.191142,0.206763
358,0.191142,0.0541199999999999
359,0.191142,0.0541199999999999
360,0.191142,0.0541199999999999
361,0.191142,0.0541199999999999
362,0.191142,0.0541199999999999
363,0.191142,0.0541199999999999
364,0.191142,0.0541199999999999
365,0.191142,0.0541199999999999
366,0.191142,0.206763
367,0.191142,0.206763
368,0.191142,0.206763
369,0.191142,0.206763
370,0.191142,0.206763
371,0.191142,0.206763
372,0.191142,0.206763
373,0.191142,0.0541199999999999
374,0.191142,0.0541199999999999
375,0.191142,0.206763
376,0.191142,0.206763
377,0.191142,0.206763
378,0.191142,0.206763
379,0.191142,0.206763
380,0.191142,0.206763
381,0.191142,0.206763
382,0.191142,0.0541199999999999
383,0.191142,0.0541199999999999
384,0.191142,0.0541199999999999
385,0.191142,0.0541199999999999
386,0.191142,0.0541199999999999
387,0.191142,0.0541199999999999
388,0.191142,0.0541199999999999
389,0.191142,0.0541199999999999
390,0.191142,0.206763
391,0.191142,0.206763
392,0.191142,0.206763
393,0.191142,0.206763
394,0.191142,0.206763
395,0.191142,0.206763
396,0.191142,0.206763
397,0.191142,0.0541199999999999
398,0.191142,0.0541199999999999
399,0.191142,0.206763
400,0.191142,0.206763
401,0.191142,0.206763
402,0.191142,0.206763
403,0.191142,0.206763
404,0.191142,0.206763
405,0.191142,0.206763
406,0.191142,0.0541199999999999
407,0.191142,0.0541199999999999
408,0.191142,0.0541199999999999
409,0.191142,0.0541199999999999
410,0.191142,0.0541199999999999
411,0.191142,0.0541199999999999
412,0.191142,0.0541199999999999
413,0.191142,0.0541199999999999
414,0.191142,0.206763
415,0.191142,0.206763
416,0.191142,0.206763
417,0.191142,0.206763
418,0.191142,0.206763
419,0.191142,0.206763
420,0.191142,0.206763
421,0.191142,0.0541199999999999
422,0.191142,0.0541199999999999
423,0.191142,0.206763
424,0.191142,0.206763
425,0.191142,0.206763
426,0.191142,0.206763
427,0.191142,0.206763
428,0.191142,0.206763
429,0.191142,0.206763
430,0.191142,0.0541199999999999
431,0.191142,0.0541199999999999
432,0.191142,0.0541199999999999
433,0.191142,0.0541199999999999
434,0.191142,0.0541199999999999
435,0.191142,0.0541199999999999
436,0.191142,0.0541199999999999
437,0.191142,0.0541199999999999
438,0.191142,0.206763
439,0.191142,0.206763
440,0.191142,0.206763
441,0.191142,0.206763
442,0.191142,0.206763
443,0.191142,0.206763
444,0.191142,0.206763
445,0.191142,0.0541199999999999
446,0.191142,0.0541199999999999
447,0.191142,0.206763
448,0.191142,0.206763
449,0.191142,0.206763
450,0.191142,0.206763
451,0.191142,0.206763
452,0.191142,0.206763
453,0.191142,0.206763
454,0.191142,0.0541199999999999
455,0.191142,0.0541199999999999
456,0.191142,0.0541199999999999
457,0.191142,0.0541199999999999
458,0.191142,0.0541199999999999
459,0.191142,0.0541199999999999
460,0.191142,0.0541199999999999
461,0.191142,0.0541199999999999
462,0.191142,0.206763
463,0.191142,0.206763
464,0.191142,0.206763
465,0.191142,0.206763
466,0.191142,0.206763
467,0.191142,0.206763
468,0.191142,0.206763
469,0.191142,0.0541199999999999
470,0.191142,0.0541199999999999
471,0.191142,0.206763
472,0.191142,0.206763
473,0.191142,0.206763
474,0.191142,0.206763
475,0.191142,0.206763
476,0.191142,0.206763
477,0.191142,0.206763
478,0.191142,0.0541199999999999
479,0.191142,0.0541199999999999
480,0.191142,0.0541199999999999
481,0.191142,0.0541199999999999
482,0.191142,0.0541199999999999
483,0.191142,0.0541199999999999
484,0.191142,0.0541199999999999
485,0.191142,0.0541199999999999
486,0.191142,0.206763
487,0.191142,0.206763
488,0.191142,0.206763
489,0.191142,0.206763
490,0.191142,0.206763
491,0.191142,0.206763
492,0.191142,0.206763
493,0.191142,0.0541199999999999
494,0.191142,0.0541199999999999
495,0.191142,0.206763
496,0.191142,0.206763
497,0.191142,0.206763
498,0.191142,0.206763
499,0.191142,0.206763
500,0.191142,0.206763
501,0.191142,0.206763
502,0.191142,0.0541199999999999
503,0.191142,0.0541199999999999
504,0.191142,0.0541199999999999
505,0.191142,0.0541199999999999
506,0.191142,0.0541199999999999
507,0.191142,0.0541199999999999
508,0.191142,0.0541199999999999
509,0.191142,0.0541199999999999
510,0.191142,0.206763
511,0.191142,0.206763
512,0.191142,0.206763
513,0.191142,0.206763
514,0.191142,0.206763
515,0.191142,0.206763
516,0.191142,0.206763
517,0.191142,0.0541199999999999
518,0.191142,0.0541199999999999
519,0.191142,0.206763
520,0.191142,0.206763
521,0.191142,0.206763
522,0.191142,0.206763
523,0.191142,0.206763
524,0.191142,0.206763
525,0.191142,0.206763
526,0.191142,0.0541199999999999
527,0.191142,0.0541199999999999
528,0.191142,0.0541199999999999
529,0.191142,0.0541199999999999
530,0.191142,0.0541199999999999
531,0.191142,0.0541199999999999
532,0.191142,0.0541199999999999
533,0.191142,0.0541199999999999
534,0.191142,0.206763
535,0.191142,0.206763
536,0.191142,0.206763
537,0.191142,0.206763
538,0.191142,0.206763
539,0.191142,0.206763
540,0.191142,0.206763
541,0.191142,0.0541199999999999
542,0.191142,0.0541199999999999
543,0.191142,0.206763
544,0.191142,0.206763
545,0.191142,0.206763
546,0.191142,0.206763
547,0.191142,0.206763
548,0.191142,0.206763
549,0.191142,0.206763
550,0.191142,0.0541199999999999
551,0.191142,0.0541199999999999
552,0.191142,0.0541199999999999
553,0.191142,0.0541199999999999
554,0.191142,0.0541199999999999
555,0.191142,0.0541199999999999
556,0.191142,0.0541199999999999
557,0.191142,0.0541199999999999
558,0.191142,0.206763
559,0.191142,0.206763
560,0.191142,0.206763
561,0.191142,0.206763
562,0.191142,0.206763
563,0.191142,0.206763
564,0.191142,0.206763
565,0.191142,0.0541199999999999
566,0.191142,0.0541199999999999
567,0.191142,0.206763
568,0.191142,0.206763
569,0.191142,0.206763
570,0.191142,0.206763
571,0.191142,0.206763
572,0.191142,0.206763
573,0.191142,0.206763
574,0.191142,0.0541199999999999
575,0.191142,0.0541199999999999
576,0.191142,0.0541199999999999
577,0.191142,0.0541199999999999
578,0.191142,0.0541199999999999
579,0.191142,0.0541199999999999
580,0.191142,0.0541199999999999
581,0.191142,0.0541199999999999
582,0.191142,0.206763
583,0.191142,0.206763
584,0.191142,0.206763
585,0.191142,0.206763
586,0.191142,0.206763
587,0.191142,0.206763
588,0.191142,0.206763
589,0.191142,0.0541199999999999
590,0.191142,0.0541199999999999
591,0.191142,0.206763
592,0.191142,0.206763
593,0.191142,0.206763
594,0.191142,0.206763
595,0.191142,0.206763
596,0.191142,0.206763
597,0.191142,0.206763
598,0.191142,0.0541199999999999
599,0.191142,0.0541199999999999
600,0.191142,0.0541199999999999
601,0.191142,0.0541199999999999
602,0.191142,0.0541199999999999
603,0.191142,0.0541199999999999
604,0.191142,0.0541199999999999
605,0.191142,0.0541199999999999
606,0.191142,0.206763
607,0.191142,0.206763
608,0.191142,0.206763
609,0.191142,0.206763
610,0.191142,0.206763
611,0.191142,0.206763
612,0.191142,0.206763
613,0.191142,0.0541199999999999
614,0.191142,0.0541199999999999
615,0.191142,0.206763
616,0.191142,0.206763
617,0.191142,0.206763
618,0.191142,0.206763
619,0.191142,0.206763
620,0.191142,0.206763
621,0.191142,0.206763
622,0.191142,0.0541199999999999
623,0.191142,0.0541199999999999
624,0.191142,0.0541199999999999
625,0.191142,0.0541199999999999
626,0.191142,0.0541199999999999
627,0.191142,0.0541199999999999
628,0.191142,0.0541199999999999
629,0.191142,0.0541199999999999
630,0.191142,0.206763
631,0.191142,0.206763
632,0.191142,0.206763
633,0.191142,0.206763
634,0.191142,0.206763
635,0.191142,0.206763
636,0.191142,0.206763
637,0.191142,0.0541199999999999
638,0.191142,0.0541199999999999
639,0.191142,0.206763
640,0.191142,0.206763
641,0.191142,0.206763
642,0.191142,0.206763
643,0.191142,0.206763
644,0.191142,0.206763
645,0.191142,0.206763
646,0.191142,0.0541199999999999
647,0.191142,0.0541199999999999
648,0.191142,0.0541199999999999
649,0.191142,0.0541199999999999
650,0.191142,0.0541199999999999
651,0.191142,0.0541199999999999
652,0.191142,0.0541199999999999
653,0.191142,0.0541199999999999
654,0.191142,0.206763
655,0.191142,0.206763
656,0.191142,0.206763
657,0.191142,0.206763
658,0.191142,0.206763
659,0.191142,0.206763
660,0.191142,0.206763
661,0.191142,0.0541199999999999
662,0.191142,0.0541199999999999
663,0.191142,0.206763
664,0.191142,0.206763
665,0.191142,0.206763
666,0.191142,0.206763
667,0.191142,0.206763
668,0.191142,0.206763
669,0.191142,0.206763
670,0.191142,0.0541199999999999
671,0.191142,0.0541199999999999
672,0.191142,0.0541199999999999
673,0.191142,0.0541199999999999
674,0.191142,0.0541199999999999
675,0.191142,0.0541199999999999
676,0.191142,0.0541199999999999
677,0.191142,0.0541199999999999
678,0.191142,0.206763
679,0.191142,0.206763
680,0.191142,0.206763
681,0.191142,0.206763
682,0.191142,0.206763
683,0.191142,0.206763
684,0.191142,0.206763
685,0.191142,0.0541199999999999
686,0.191142,0.0541199999999999
687,0.191142,0.206763
688,0.191142,0.206763
689,0.191142,0.206763
690,0.191142,0.206763
691,0.191142,0.206763
692,0.191142,0.206763
693,0.191142,0.206763
694,0.191142,0.0541199999999999
695,0.191142,0.0541199999999999
696,0.191142,0.0541199999999999
697,0.191142,0.0541199999999999
698,0.191142,0.0541199999999999
699,0.191142,0.0541199999999999
700,0.191142,0.0541199999999999
701,0.191142,0.0541199999999999
702,0.191142,0.206763
703,0.191142,0.206763
704,0.191142,0.206763
705,0.191142,0.206763
706,0.191142,0.206763
707,0.191142,0.206763
708,0.191142,0.206763
709,0.191142,0.0541199999999999
710,0.191142,0.0541199999999999
711,0.191142,0.206763
712,0.191142,0.206763
713,0.191142,0.206763
714,0.191142,0.206763
715,0.191142,0.206763
716,0.191142,0.206763
717,0.191142,0.206763
718,0.191142,0.0541199999999999
719,0.191142,0.0541199999999999
720,0.191142,0.0541199999999999
721,0.191142,0.0541199999999999
722,0.191142,0.0541199999999999
723,0.191142,0.0541199999999999
724,0.191142,0.0541199999999999
725,0.191142,0.0541199999999999
726,0.191142,0.206763
727,0.191142,0.206763
728,0.191142,0.206763
729,0.191142,0.206763
730,0.191142,0.206763
731,0.191142,0.206763
732,0.191142,0.206763
733,0.191142,0.0541199999999999
734,0.191142,0.0541199999999999
735,0.191142,0.206763
736,0.191142,0.206763
737,0.191142,0.206763
738,0.191142,0.206763
739,0.191142,0.206763
740,0.191142,0.206763
741,0.191142,0.206763
742,0.191142,0.0541199999999999
743,0.191142,0.0541199999999999
744,0.191142,0.0541199999999999
745,0.191142,0.0541199999999999
746,0.191142,0.0541199999999999
747,0.191142,0.0541199999999999
748,0.191142,0.0541199999999999
749,0.191142,0.0541199999999999
750,0.191142,0.206763
751,0.191142,0.206763
752,0.191142,0.206763
753,0.191142,0.206763
754,0.191142,0.206763
755,0.191142,0.206763
756,0.191142,0.206763
757,0.191142,0.0541199999999999
758,0.191142,0.0541199999999999
759,0.191142,0.206763
760,0.191142,0.206763
761,0.191142,0.206763
762,0.191142,0.206763
763,0.191142,0.206763
764,0.191142,0.206763
765,0.191142,0.206763
766,0.191142,0.0541199999999999
767,0.191142,0.0541199999999999
768,0.191142,0.0541199999999999
769,0.191142,0.0541199999999999
770,0.191142,0.0541199999999999
771,0.191142,0.0541199999999999
772,0.191142,0.0541199999999999
773,0.191142,0.0541199999999999
774,0.191142,0.206763
775,0.191142,0.206763
776,0.191142,0.206763
777,0.191142,0.206763
778,0.191142,0.206763
779,0.191142,0.206763
780,0.191142,0.206763
781,0.191142,0.0541199999999999
782,0.191142,0.0541199999999999
783,0.191142,0.206763
784,0.191142,0.206763
785,0.191142,0.206763
786,0.191142,0.206763
787,0.191142,0.206763
788,0.191142,0.206763
789,0.191142,0.206763
790,0.191142,0.0541199999999999
791,0.191142,0.0541199999999999
792,0.191142,0.0541199999999999
793,0.191142,0.0541199999999999
794,0.191142,0.0541199999999999
795,0.191142,0.0541199999999999
796,0.191142,0.0541199999999999
797,0.191142,0.0541199999999999
798,0.191142,0.206763
799,0.191142,0.206763
800,0.191142,0.206763
801,0.191142,0.206763
802,0.191142,0.206763
803,0.191142,0.206763
804,0.191142,0.206763
805,0.191142,0.0541199999999999
806,0.191142,0.0541199999999999
807,0.191142,0.206763
808,0.191142,0.206763
809,0.191142,0.206763
810,0.191142,0.206763
811,0.191142,0.206763
812,0.191142,0.206763
813,0.191142,0.206763
814,0.191142,0.0541199999999999
815,0.191142,0.0541199999999999
816,0.191142,0.0541199999999999
817,0.191142,0.0541199999999999
818,0.191142,0.0541199999999999
819,0.191142,0.0541199999999999
820,0.191142,0.0541199999999999
821,0.191142,0.0541199999999999
822,0.191142,0.206763
823,0.191142,0.206763
824,0.191142,0.206763
825,0.191142,0.206763
826,0.191142,0.206763
827,0.191142,0.206763
828,0.191142,0.206763
829,0.191142,0.0541199999999999
830,0.191142,0.0541199999999999
831,0.191142,0.206763
832,0.191142,0.206763
833,0.191142,0.206763
834,0.191142,0.206763
835,0.191142,0.206763
836,0.191142,0.206763
837,0.191142,0.206763
838,0.191142,0.0541199999999999
839,0.191142,0.0541199999999999
840,0.191142,0.0541199999999999
841,0.191142,0.0541199999999999
842,0.191142,0.0541199999999999
843,0.191142,0.0541199999999999
844,0.191142,0.0541199999999999
845,0.191142,0.0541199999999999
846,0.191142,0.206763
847,0.191142,0.206763
848,0.191142,0.206763
849,0.191142,0.206763
850,0.191142,0.206763
851,0.191142,0.206763
852,0.191142,0.206763
853,0.191142,0.0541199999999999
854,0.191142,0.0541199999999999
855,0.191142,0.206763
856,0.191142,0.206763
857,0.191142,0.206763
858,0.191142,0.206763
859,0.191142,0.206763
860,0.191142,0.206763
861,0.191142,0.206763
862,0.191142,0.0541199999999999
863,0.191142,0.0541199999999999
864,0.191142,0.0541199999999999
865,0.191142,0.0541199999999999
866,0.191142,0.0541199999999999
867,0.191142,0.0541199999999999
868,0.191142,0.0541199999999999
869,0.191142,0.0541199999999999
870,0.191142,0.206763
871,0.191142,0.206763
872,0.191142,0.206763
873,0.191142,0.206763
874,0.191142,0.206763
875,0.191142,0.206763
876,0.191142,0.206763
877,0.191142,0.0541199999999999
878,0.191142,0.0541199999999999
879,0.191142,0.206763
880,0.191142,0.206763
881,0.191142,0.206763
882,0.191142,0.206763
883,0.191142,0.206763
884,0.191142,0.206763
885,0.191142,0.206763
886,0.191142,0.0541199999999999
887,0.191142,0.0541199999999999
888,0.191142,0.0541199999999999
889,0.191142,0.0541199999999999
890,0.191142,0.0541199999999999
891,0.191142,0.0541199999999999
892,0.191142,0.0541199999999999
893,0.191142,0.0541199999999999
894,0.191142,0.206763
895,0.191142,0.206763
896,0.191142,0.206763
897,0.191142,0.206763
898,0.191142,0.206763
899,0.191142,0.206763
900,0.191142,0.206763
901,0.191142,0.0541199999999999
902,0.191142,0.0541199999999999
903,0.191142,0.206763
904,0.191142,0.206763
905,0.191142,0.206763
906,0.191142,0.206763
907,0.191142,0.206763
908,0.191142,0.206763
909,0.191142,0.206763
910,0.191142,0.0541199999999999
911,0.191142,0.0541199999999999
912,0.191142,0.0541199999999999
913,0.191142,0.0541199999999999
914,0.191142,0.0541199999999999
915,0.191142,0.0541199999999999
916,0.191142,0.0541199999999999
917,0.191142,0.0541199999999999
918,0.191142,0.206763
919,0.191142,0.206763
920,0.191142,0.206763
921,0.191142,0.206763
922,0.191142,0.206763
923,0.191142,0.206763
924,0.191142,0.206763
925,0.191142,0.0541199999999999
926,0.191142,0.0541199999999999
927,0.191142,0.206763
928,0.191142,0.206763
929,0.191142,0.206763
930,0.191142,0.206763
931,0.191142,0.206763
932,0.191142,0.206763
933,0.191142,0.206763
934,0.191142,0.0541199999999999
935,0.191142,0.0541199999999999
936,0.191142,0.0541199999999999
937,0.191142,0.0541199999999999
938,0.191142,0.0541199999999999
939,0.191142,0.0541199999999999
940,0.191142,0.0541199999999999
941,0.191142,0.0541199999999999
942,0.191142,0.206763
943,0.191142,0.206763
944,0.191142,0.206763
945,0.191142,0.206763
946,0.191142,0.206763
947,0.191142,0.206763
948,0.191142,0.206763
949,0.191142,0.0541199999999999
950,0.191142,0.0541199999999999
951,0.191142,0.206763
952,0.191142,0.206763
953,0.191142,0.206763
954,0.191142,0.206763
955,0.191142,0.206763
956,0.191142,0.206763
957,0.191142,0.206763
958,0.191142,0.0541199999999999
959,0.191142,0.0541199999999999
960,0.191142,0.0541199999999999
961,0.191142,0.0541199999999999
962,0.191142,0.0541199999999999
963,0.191142,0.0541199999999999
964,0.191142,0.0541199999999999
965,0.191142,0.0541199999999999
966,0.191142,0.206763
967,0.191142,0.206763
968,0.191142,0.206763
969,0.191142,0.206763
970,0.191142,0.206763
971,0.191142,0.206763
972,0.191142,0.206763
973,0.191142,0.0541199999999999
974,0.191142,0.0541199999999999
975,0.191142,0.206763
976,0.191142,0.206763
977,0.191142,0.206763
978,0.191142,0.206763
979,0.191142,0.206763
980,0.191142,0.206763
981,0.191142,0.206763
982,0.191142,0.0541199999999999
983,0.191142,0.0541199999999999
984,0.191142,0.0541199999999999
985,0.191142,0.0541199999999999
986,0.191142,0.0541199999999999
987,0.191142,0.0541199999999999
988,0.191142,0.0541199999999999
989,0.191142,0.0541199999999999
990,0.191142,0.206763
991,0.191142,0.206763
992,0.191142,0.206763
993,0.191142,0.206763
994,0.191142,0.206763
995,0.191142,0.206763
996,0.191142,0.206763
997,0.191142,0.0541199999999999
998,0.191142,0.0541199999999999
999,0.191142,0.206763
1000,0.191142,0.206763
1001,0.191142,0.206763
1002,0.191142,0.206763
1003,0.191142,0.206763
1004,0.191142,0.206763
1005,0.191142,0.206763
1006,0.191142,0.0541199999999999
1007,0.191142,0.0541199999999999
1008,0.191142,0.0541199999999999
1009,0.191142,0.0541199999999999
1010,0.191142,0.0541199999999999
1011,0.191142,0.0541199999999999
